id,season_id,season_startDate,season_endDate,season_currentMatchday,utcDate,status,matchday,stage,group,lastUpdated,score_winner,score_duration,score_fullTime_homeTeam,score_fullTime_awayTeam,score_halfTime_homeTeam,score_halfTime_awayTeam,score_extraTime_homeTeam,score_extraTime_awayTeam,score_penalties_homeTeam,score_penalties_awayTeam,homeTeam_id,homeTeam_name,awayTeam_id,awayTeam_name,referees_0_id,referees_0_name,referees_0_nationality,referees_1_id,referees_1_name,referees_1_nationality,referees_2_id,referees_2_name,referees_2_nationality,referees_3_id,referees_3_name,referees_3_nationality,referees_4_id,referees_4_name,referees_4_nationality,referees_5_id,referees_5_name,referees_5_nationality,referees_6_id,referees_6_name,referees_6_nationality,referees_7_id,referees_7_name,referees_7_nationality,referees_8_id,referees_8_name,referees_8_nationality
200054,1,2018-06-14,2018-07-15,3,2018-07-03T14:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-07-04T12:25:00Z,HOME_TEAM,REGULAR,1,0,0,0,,,,,792,Sweden,788,Switzerland,9346,Damir Skomina,,9347,Jure Praprotnik,,9348,Robert Vukan,,56071,Nawaf Shukralla,,11116,Daniele Orsato,,82,Roberto Díaz,,15746,Bastian Dankert,,11054,Massimiliano Irrati,,56072,Yaser Tulefat,
200055,1,2018-06-14,2018-07-15,3,2018-07-03T18:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-07-04T12:15:00Z,AWAY_TEAM,PENALTY_SHOOTOUT,1,1,0,0,0.0,0.0,3.0,4.0,818,Colombia,770,England,55724,Mark Geiger,,55725,Joe Fletcher,,56076,Frank Anderson,,56176,Matt Conger,,43899,Danny Makkelie,,49528,Carlos Astroza,,49527,Mauro Vigliano,,56177,Tevita Makasini,,43854,Paweł Gil,
200056,1,2018-06-14,2018-07-15,3,2018-07-06T14:00:00Z,FINISHED,,QUARTER_FINALS,Quarter-finals,2018-07-06T19:00:01Z,AWAY_TEAM,REGULAR,0,2,0,1,,,,,758,Uruguay,773,France,49485,Néstor Pitana,,49487,Hernán Maidana,,49486,Juan Pablo Belatti,,55970,Alireza Faghani,,11054,Massimiliano Irrati,,49528,Carlos Astroza,,49527,Mauro Vigliano,,11075,Paolo Valeri,,55971,Reza Sokhandan,
200057,1,2018-06-14,2018-07-15,3,2018-07-06T18:00:00Z,FINISHED,,QUARTER_FINALS,Quarter-finals,2018-07-07T14:15:00Z,AWAY_TEAM,REGULAR,1,2,0,2,,,,,764,Brazil,805,Belgium,9371,Milorad Mažić,,9372,Milovan Ristić,,56231,Dalibor Đurđević,,55667,Jair Marrufo,,11116,Daniele Orsato,,43876,Mark Borsch,,43854,Paweł Gil,,43878,Felix Zwayer,,56025,Corey Rockwell,
200058,1,2018-06-14,2018-07-15,3,2018-07-07T14:00:00Z,FINISHED,,QUARTER_FINALS,Quarter-finals,2018-07-07T19:00:01Z,AWAY_TEAM,REGULAR,0,2,0,1,,,,,792,Sweden,770,England,9558,Björn Kuipers,,9559,Sander van Roekel,,9560,Erwin Zeinstra,,43869,Antonio Matéu,,134,Pau Cebrián,,43899,Danny Makkelie,,15746,Bastian Dankert,,49528,Carlos Astroza,,43878,Felix Zwayer,
200059,1,2018-06-14,2018-07-15,3,2018-07-07T18:00:00Z,FINISHED,,QUARTER_FINALS,Quarter-finals,2018-07-07T23:00:01Z,AWAY_TEAM,PENALTY_SHOOTOUT,2,2,1,1,1.0,1.0,3.0,4.0,808,Russia,799,Croatia,49488,Sandro Ricci,,11448,Emerson Augusto De Carvalho,,11468,Marcelo Carvalho Van Gasse,,56021,Janny Sikazwe,,56022,Jerson dos Santos,,11054,Massimiliano Irrati,,11412,Wilton Pereira Sampaio,,82,Roberto Díaz,,11075,Paolo Valeri,
200060,1,2018-06-14,2018-07-15,3,2018-07-10T18:00:00Z,FINISHED,,SEMI_FINALS,Semi-finals,2018-07-11T15:25:00Z,HOME_TEAM,REGULAR,1,0,0,0,,,,,773,France,805,Belgium,29474,Andrés Cunha,,28776,Nicolás Tarán,,28832,Mauricio Espinosa,,56408,César Arturo Ramos,,56008,Marvin Torrentera,,11054,Massimiliano Irrati,,82,Roberto Díaz,,49527,Mauro Vigliano,,11075,Paolo Valeri,
200061,1,2018-06-14,2018-07-15,3,2018-07-11T18:00:00Z,FINISHED,,SEMI_FINALS,Semi-finals,2018-07-11T23:00:01Z,HOME_TEAM,EXTRA_TIME,2,1,0,1,1.0,0.0,,,799,Croatia,770,England,30687,Cüneyt Çakιr,,30688,Bahattin Duran,,30689,Tarık Ongun,,9558,Björn Kuipers,,9559,Sander van Roekel,,43899,Danny Makkelie,,49528,Carlos Astroza,,15746,Bastian Dankert,,43878,Felix Zwayer,
200062,1,2018-06-14,2018-07-15,3,2018-07-14T14:00:00Z,FINISHED,,3RD_PLACE,3rd Place,2018-07-14T19:00:01Z,HOME_TEAM,REGULAR,2,0,1,0,,,,,805,Belgium,770,England,55970,Alireza Faghani,,55971,Reza Sokhandan,,55972,Mohammadreza Mansouri,,55961,Malang Diédhiou,,55962,Djibril Camara,,55724,Mark Geiger,,15746,Bastian Dankert,,55725,Joe Fletcher,,11075,Paolo Valeri,
200063,1,2018-06-14,2018-07-15,3,2018-07-15T15:00:00Z,FINISHED,,FINAL,Final,2018-07-15T20:00:01Z,HOME_TEAM,REGULAR,4,2,2,1,,,,,773,France,799,Croatia,49485,Néstor Pitana,,49487,Hernán Maidana,,49486,Juan Pablo Belatti,,9558,Björn Kuipers,,9560,Erwin Zeinstra,,11054,Massimiliano Irrati,,49527,Mauro Vigliano,,49528,Carlos Astroza,,43899,Danny Makkelie,
